file_name,category,file_size_mb,status,flagged,score,method_mismatch,data_entropy_shannon,data_entropy_renyi,eocd_count,any_crc_mismatch,is_encrypted,lf_compression_method,cd_compression_method,declared_vs_entropy_flag,lf_unknown_method,suspicious_entry_count,suspicious_entry_ratio,error,file_path,entropy_variance,entry_count,file_size_bytes,lf_crc_valid
tomcat_10124_bin,apache_tomcat,12.942344665527344,ok,False,0.0009428751654922962,False,7.9995,-0.0,1,True,False,0,0,True,0,3,0.004,,data/benign_realworld/tomcat_10124_bin.zip,7.9642,751,13571032,False
tomcat_9089_bin,apache_tomcat,11.735189437866211,ok,False,0.0009428751654922962,False,7.9994,-0.0,1,True,False,0,0,True,0,5,0.0066,,data/benign_realworld/tomcat_9089_bin.zip,7.9838,754,12305238,False
uv_0145_win64,uv,9.866029739379883,ok,False,0.0040413811802864075,False,7.9943,7.9884,1,False,False,8,8,False,0,0,0.0,,data/benign_realworld/uv_0145_win64.zip,0.0,1,10345282,True
vault_1162_win64,vault,139.30293941497803,ok,False,0.0023338189348578453,False,-0.0,-0.0,1,True,False,8,8,False,0,0,0.0,,data/benign_realworld/vault_1162_win64.zip,0.0,1,146069719,True
volatility3_270_src,forensics,0.749781608581543,ok,False,0.0005437826621346176,False,7.9837,-0.0,1,True,False,0,0,True,0,0,0.0,,data/benign_realworld/volatility3_270_src.zip,6.6693,401,786203,False
vscode_18801_win64,vscode,131.67516803741455,ok,False,0.0006400278070941567,False,7.9998,-0.0,1,True,False,0,0,True,0,0,0.0,,data/benign_realworld/vscode_18801_win64.zip,12.68,1521,138071421,False
vscode_18901_win64,vscode,131.92626285552979,ok,False,0.0006400278070941567,False,7.9998,-0.0,1,True,False,0,0,True,0,0,0.0,,data/benign_realworld/vscode_18901_win64.zip,12.6786,1522,138334713,False
vue_2716_src,javascript_source,0.7484979629516602,ok,False,0.0005437826621346176,False,7.9933,-0.0,1,True,False,0,0,True,0,0,0.0,,data/benign_realworld/vue_2716_src.zip,8.4713,613,784857,False
xgboost_203_src,python_source,2.538174629211426,ok,False,0.0005437826621346176,False,7.9951,-0.0,1,True,False,0,0,True,0,0,0.0,,data/benign_realworld/xgboost_203_src.zip,9.3691,1529,2661469,False
yara_451_src,security_tools,2.3489017486572266,ok,False,0.0005478002713061869,False,7.997,-0.0,1,True,False,0,0,True,0,0,0.0,,data/benign_realworld/yara_451_src.zip,7.6164,447,2463002,False
yq_4441_win64,yq,3.980801582336426,ok,False,0.0040413811802864075,False,7.9915,7.982,1,False,False,8,8,False,0,0,0.0,,data/benign_realworld/yq_4441_win64.zip,0.0,1,4174173,True
